character,characterSymbol,characterName,escapeSequence,controlEscapeSequence,characterUse,impactedByCaseInsensitiveOrder,characterForCaseInsensitiveOrder_UTF8_base16,impactedByAccentInsensitiveOrder,characterForAccentInsensitiveOrder_UTF8_base16,isUnicodeCharacterSet,UTF16_base10,UTF16_base16,uPlus4HexDigits,UTF8_base10,UTF8_base16,UTF8_base16_Byte1,UTF8_Byte1_in_CP1252_base16,UTF8_base16_Byte2,UTF8_Byte2_in_CP1252_base16,UTF8_base16_Byte3,UTF8_Byte3_in_CP1252_base16,UTF8_base16_Byte4,UTF8_Byte4_in_CP1252_base16,UTF8_base16_ByteCount,unicodeDecimalNumberBadConvert,UTF8_to_UTF16_base16_decomp,UTF8_to_CP1252_base16_decomp,UTF8_to_CP1252_base16_decomp_addsChar,similarCharacter_UTF8_base10,isAsciiCharacterSet,ASCII_base10,asciiIndexNotAssigned,ASCII_base8,ASCII_base16,ASCII_base2,isCP1252CharacterSet,CP1252_base10,cp1252IndexNotAssigned,CP1252_base16,CP1252_in_UTF8_base16,isISO_8859_1CharacterSet,ISO_8859_1_base10,ISO_8859_1_base16,isEBCDICCharacterSet,EBCDIC_base10,EBCDIC_base16,isHTMLCharacterSet,HTML_base10,HTML_base16,HTML_name,printLength,isMirrored,isLetter,isLowerCaseLetter,isLetterModifier,isNumber,isPunctuation,isSymbol,isMathSymbol,isPrintable,isControl,isEnglish,isChinese,isCurrency,isWhiteSpace,isAsciiHexInUnicodeUTF8Bytes,isCP1252HexInUnicodeUTF8Bytes,isCP1252HexInUnicodeUTF8Byte1,isCP1252HexInUnicodeUTF8Byte2,isCP1252HexInUnicodeUTF8Byte3,isCP1252HexInUnicodeUTF8Byte4,isUTF8_UTF16_equal,IsIndexMatchForCharacter,descLink,imgLink,keyboardKeys
*,*,Asterisk,,,,,,,,1,42,0x2A,,,0x21   ,0x21,1,,0,,0,,0,4,,,0x21,0,,1,42,,52,0x2A,101010,1,42,,0x2A,0,,,,,,,,&#42;,,,,,0,,,0,1,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002A/index.htm,
+,+,Plus,,,,,,,,1,43,0x2B,,,0x2b   ,0x2b,1,,0,,0,,0,4,,,0x2b,0,,1,43,,53,0x2B,101011,1,43,,0x2B,1,,,,,,,,&#43;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002B/index.htm,
",",",",Comma,,,,,,,,1,44,0x2C,,,0x2c   ,0x2c,1,,0,,0,,0,4,,,0x2c,0,,1,44,,54,0x2C,101100,1,44,,0x2C,1,,,,,,,,&#44;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002C/index.htm,
-,-,Hyphen; Minus; minus sign; Dash,,,,,,,,1,45,0x2D,,,0x2d   ,0x2d,1,,0,,0,,0,4,,,0x2d,0,,1,45,,55,0x2D,101101,1,45,,0x2D,1,,,,,,,,&#45;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/002D/index.htm,
.,.,Period; dot; full stop; decimal point,,,3 used to make an ellipse; End of sentence,,,,,1,46,0x2E,,,0x2e   ,0x2e,1,,0,,0,,0,4,,,0x2e,0,,1,46,,56,0x2E,101110,1,46,,0x2E,1,,,,,,,,&#46;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Full_stop,https://www.fileformat.info/info/unicode/char/002e/index.htm,
/,/,Slash; divide; Solidus; oblique stroke; virgule,,,,,,,,1,47,0x2F,,,0x2f   ,0x2f,1,,0,,0,,0,4,,,0x2f,0,,1,47,,57,0x2F,101111,1,47,,0x2F,1,,,,,,,,&#47;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Slash_(punctuation),https://www.fileformat.info/info/unicode/char/002f/index.htm,
0,0,Zero,,,,,,,,1,48,0x30,,,0x30   ,0x30,1,,0,,0,,0,4,,,0x30,0,,1,48,,60,0x30,110000,1,48,,0x30,1,,,,,,,,&#48;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0030/index.htm,
1,1,One,,,,,,,,1,49,0x31,,,0x31   ,0x31,1,,0,,0,,0,4,,,0x31,0,,1,49,,61,0x31,110001,1,49,,0x31,1,,,,,,,,&#49;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0031/index.htm,
2,2,Two,,,,,,,,1,50,0x32,,,0x32   ,0x32,1,,0,,0,,0,4,,,0x32,0,,1,50,,62,0x32,110010,1,50,,0x32,1,,,,,,,,&#50;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0032/index.htm,
3,3,Three,,,,,,,,1,51,0x33,,,0x33   ,0x33,1,,0,,0,,0,4,,,0x33,0,,1,51,,63,0x33,110011,1,51,,0x33,1,,,,,,,,&#51;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0033/index.htm,
4,4,Four,,,,,,,,1,52,0x34,,,0x34   ,0x34,1,,0,,0,,0,4,,,0x34,0,,1,52,,64,0x34,110100,1,52,,0x34,1,,,,,,,,&#52;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0034/index.htm,
5,5,Five,,,,,,,,1,53,0x35,,,0x35   ,0x35,1,,0,,0,,0,4,,,0x35,0,,1,53,,65,0x35,110101,1,53,,0x35,1,,,,,,,,&#53;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0035/index.htm,
6,6,Six,,,,,,,,1,54,0x36,,,0x36   ,0x36,1,,0,,0,,0,4,,,0x36,0,,1,54,,66,0x36,110110,1,54,,0x36,1,,,,,,,,&#54;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0036/index.htm,
7,7,Seven,,,,,,,,1,55,0x37,,,0x37   ,0x37,1,,0,,0,,0,4,,,0x37,0,,1,55,,67,0x37,110111,1,55,,0x37,1,,,,,,,,&#55;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0037/index.htm,
8,8,Eight,,,,,,,,1,56,0x38,,,0x38   ,0x38,1,,0,,0,,0,4,,,0x38,0,,1,56,,70,0x38,111000,1,56,,0x38,1,,,,,,,,&#56;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0038/index.htm,
9,9,Nine,,,,,,,,1,57,0x39,,,0x39   ,0x39,1,,0,,0,,0,4,,,0x39,0,,1,57,,71,0x39,111001,1,57,,0x39,1,,,,,,,,&#57;,,,,,0,,,1,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0039/index.htm,
:,:,Colon,,,,,,,,1,58,0x3A,,,0x3a   ,0x3a,1,,0,,0,,0,4,,,0x3a,0,,1,58,,72,0x3A,111010,1,58,,0x3A,1,,,,,,,,&#58;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Colon_(punctuation),https://www.fileformat.info/info/unicode/char/003A/index.htm,
;,;,Semicolon,,,,,,,,1,59,0x3B,,,0x3b   ,0x3b,1,,0,,0,,0,4,,,0x3b,0,,1,59,,73,0x3B,111011,1,59,,0x3B,1,,,,,,,,&#59;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/003B/index.htm,
<,<,Less than (or open angled bracket),,,,,,,,1,60,0x3C,,,0x3c   ,0x3c,1,,0,,0,,0,4,,,0x3c,0,,1,60,,74,0x3C,111100,1,60,,0x3C,1,,,,,,,,&#60;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/003C/index.htm,
=,=,Equals,,,,,,,,1,61,0x3D,,,0x3d   ,0x3d,1,,0,,0,,0,4,,,0x3d,0,,1,61,,75,0x3D,111101,1,61,,0x3D,1,,,,,,,,&#61;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/003D/index.htm,
>,>,Greater than (or close angled bracket),,,,,,,,1,62,0x3E,,,0x3e   ,0x3e,1,,0,,0,,0,4,,,0x3e,0,,1,62,,76,0x3E,111110,1,62,,0x3E,1,,,,,,,,&#62;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/003e/index.htm,
?,?,Question mark,,,,,,,,1,63,0x3F,,,0x21   ,0x21,1,,0,,0,,0,4,,,0x21,0,,1,63,,77,0x3F,111111,1,63,,0x3F,0,,,,,,,,&#63;,,,,,0,,,0,1,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,https://en.wikipedia.org/wiki/Question_mark,https://www.fileformat.info/info/unicode/char/003f/index.htm,
@,@,At symbol; Commercial At,,,,,,,,1,64,0x40,,,0x40   ,0x40,1,,0,,0,,0,4,,,0x40,0,,1,64,,100,0x40,1000000,1,64,,0x40,1,,,,,,,,&#64;,,,,,0,,,0,1,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0040/index.htm,
A,A,Capital A,,,,1,,,,1,65,0x41,,,0x41   ,0x41,1,,0,,0,,0,4,,,0x41,0,,1,65,,101,0x41,1000001,1,65,,0x41,1,,,,,,,,&#65;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0041/index.htm,
B,B,Uppercase B,,,,1,,,,1,66,0x42,,,0x42   ,0x42,1,,0,,0,,0,4,,,0x42,0,,1,66,,102,0x42,1000010,1,66,,0x42,1,,,,,,,,&#66;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0042/index.htm,
C,C,Uppercase C,,,,1,,,,1,67,0x43,,,0x43   ,0x43,1,,0,,0,,0,4,,,0x43,0,,1,67,,103,0x43,1000011,1,67,,0x43,1,,,,,,,,&#67;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0043/index.htm,
D,D,Uppercase D,,,,1,,,,1,68,0x44,,,0x44   ,0x44,1,,0,,0,,0,4,,,0x44,0,,1,68,,104,0x44,1000100,1,68,,0x44,1,,,,,,,,&#68;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0044/index.htm,
E,E,Uppercase E,,,,1,,,,1,69,0x45,,,0x45   ,0x45,1,,0,,0,,0,4,,,0x45,0,,1,69,,105,0x45,1000101,1,69,,0x45,1,,,,,,,,&#69;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0045/index.htm,
F,F,Uppercase F,,,,1,,,,1,70,0x46,,,0x46   ,0x46,1,,0,,0,,0,4,,,0x46,0,,1,70,,106,0x46,1000110,1,70,,0x46,1,,,,,,,,&#70;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0046/index.htm,
G,G,Uppercase G,,,,1,,,,1,71,0x47,,,0x47   ,0x47,1,,0,,0,,0,4,,,0x47,0,,1,71,,107,0x47,1000111,1,71,,0x47,1,,,,,,,,&#71;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0047/index.htm,
H,H,Uppercase H,,,,1,,,,1,72,0x48,,,0x48   ,0x48,1,,0,,0,,0,4,,,0x48,0,,1,72,,110,0x48,1001000,1,72,,0x48,1,,,,,,,,&#72;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0048/index.htm,
I,I,Uppercase I,,,,1,,,,1,73,0x49,,,0x49   ,0x49,1,,0,,0,,0,4,,,0x49,0,,1,73,,111,0x49,1001001,1,73,,0x49,1,,,,,,,,&#73;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0049/index.htm,
J,J,Uppercase J,,,,1,,,,1,74,0x4A,,,0x4a   ,0x4a,1,,0,,0,,0,4,,,0x4a,0,,1,74,,112,0x4A,1001010,1,74,,0x4A,1,,,,,,,,&#74;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004A/index.htm,
K,K,Uppercase K,,,,1,,,,1,75,0x4B,,,0x4b   ,0x4b,1,,0,,0,,0,4,,,0x4b,0,,1,75,,113,0x4B,1001011,1,75,,0x4B,1,,,,,,,,&#75;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004B/index.htm,
L,L,Uppercase L,,,,1,,,,1,76,0x4C,,,0x4c   ,0x4c,1,,0,,0,,0,4,,,0x4c,0,,1,76,,114,0x4C,1001100,1,76,,0x4C,1,,,,,,,,&#76;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004C/index.htm,
M,M,Uppercase M,,,,1,,,,1,77,0x4D,,,0x4d   ,0x4d,1,,0,,0,,0,4,,,0x4d,0,,1,77,,115,0x4D,1001101,1,77,,0x4D,1,,,,,,,,&#77;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004D/index.htm,
N,N,Uppercase N,,,,1,,,,1,78,0x4E,,,0x4e   ,0x4e,1,,0,,0,,0,4,,,0x4e,0,,1,78,,116,0x4E,1001110,1,78,,0x4E,1,,,,,,,,&#78;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004E/index.htm,
O,O,Uppercase O,,,,1,,,,1,79,0x4F,,,0x4f   ,0x4f,1,,0,,0,,0,4,,,0x4f,0,,1,79,,117,0x4F,1001111,1,79,,0x4F,1,,,,,,,,&#79;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/004F/index.htm,
P,P,Uppercase P,,,,1,,,,1,80,0x50,,,0x50   ,0x50,1,,0,,0,,0,4,,,0x50,0,,1,80,,120,0x50,1010000,1,80,,0x50,1,,,,,,,,&#80;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0050/index.htm,
Q,Q,Uppercase Q,,,,1,,,,1,81,0x51,,,0x51   ,0x51,1,,0,,0,,0,4,,,0x51,0,,1,81,,121,0x51,1010001,1,81,,0x51,1,,,,,,,,&#81;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0051/index.htm,
R,R,Uppercase R,,,,1,,,,1,82,0x52,,,0x52   ,0x52,1,,0,,0,,0,4,,,0x52,0,,1,82,,122,0x52,1010010,1,82,,0x52,1,,,,,,,,&#82;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0052/index.htm,
S,S,Uppercase S,,,,1,,,,1,83,0x53,,,0x53   ,0x53,1,,0,,0,,0,4,,,0x53,0,,1,83,,123,0x53,1010011,1,83,,0x53,1,,,,,,,,&#83;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0053/index.htm,
T,T,Uppercase T,,,,1,,,,1,84,0x54,,,0x54   ,0x54,1,,0,,0,,0,4,,,0x54,0,,1,84,,124,0x54,1010100,1,84,,0x54,1,,,,,,,,&#84;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0054/index.htm,
U,U,Uppercase U,,,,1,,,,1,85,0x55,,,0x55   ,0x55,1,,0,,0,,0,4,,,0x55,0,,1,85,,125,0x55,1010101,1,85,,0x55,1,,,,,,,,&#85;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0055/index.htm,
V,V,Uppercase V,,,,1,,,,1,86,0x56,,,0x56   ,0x56,1,,0,,0,,0,4,,,0x56,0,,1,86,,126,0x56,1010110,1,86,,0x56,1,,,,,,,,&#86;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0056/index.htm,
W,W,Uppercase W,,,,1,,,,1,87,0x57,,,0x57   ,0x57,1,,0,,0,,0,4,,,0x57,0,,1,87,,127,0x57,1010111,1,87,,0x57,1,,,,,,,,&#87;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0057/index.htm,
X,X,Uppercase X,,,,1,,,,1,88,0x58,,,0x58   ,0x58,1,,0,,0,,0,4,,,0x58,0,,1,88,,130,0x58,1011000,1,88,,0x58,1,,,,,,,,&#88;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0058/index.htm,
Y,Y,Uppercase Y,,,,1,,,,1,89,0x59,,,0x59   ,0x59,1,,0,,0,,0,4,,,0x59,0,,1,89,,131,0x59,1011001,1,89,,0x59,1,,,,,,,,&#89;,,,,,1,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0059/index.htm,
Z,Z,Uppercase Z,,,,1,,,,1,90,0x5A,,,0x5a   ,0x5a,1,,0,,0,,0,4,,,0x5a,0,,1,90,,132,0x5A,1011010,1,90,,0x5A,1,,,,,,,,&#90;,,,,,1,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005A/index.htm,
[,[,Opening bracket; Left Square Bracket,,,,,,,,1,91,0x5B,,,0x5b   ,0x5b,1,,0,,0,,0,4,,,0x5b,0,,1,91,,133,0x5B,1011011,1,91,,0x5B,1,,,,,,,,&#91;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005B/index.htm,
\,\,Backslash; Reverse Solidus,,,,,,,,1,92,0x5C,,,0x5c   ,0x5c,1,,0,,0,,0,4,,,0x5c,0,,1,92,,134,0x5C,1011100,1,92,,0x5C,1,,,,,,,,&#92;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005C/index.htm,
],],Closing bracket; Right Square Bracket,,,,,,,,1,93,0x5D,,,0x5d   ,0x5d,1,,0,,0,,0,4,,,0x5d,0,,1,93,,135,0x5D,1011101,1,93,,0x5D,1,,,,,,,,&#93;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005D/index.htm,
^,^,Caret; circumflex,,,,,,,,1,94,0x5E,,,0x5e   ,0x5e,1,,0,,0,,0,4,,,0x5e,0,,1,94,,136,0x5E,1011110,1,94,,0x5E,1,,,,,,,,&#94;,,,,,0,,,0,0,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005E/index.htm,
_,_,Underscore; Low Line,,,,,,,,1,95,0x5F,,,0x5f   ,0x5f,1,,0,,0,,0,4,,,0x5f,0,,1,95,,137,0x5F,1011111,1,95,,0x5F,1,,,,,,,,&#95;,,,,,0,,,0,1,,,1,0,,,,0,0,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/005F/index.htm,
`,`,Grave accent,,,,,,,,1,96,0x60,,,0x60   ,0x60,1,,0,,0,,0,4,,,0x60,0,,1,96,,140,0x60,1100000,1,96,,0x60,1,,,,,,,,&#96;,,,,,0,,,0,0,,,1,0,,,,0,1,1,1,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0060/index.htm,
a,a,Small a,,,,0,,,,1,97,0x61,,,0x41   ,0x41,1,,0,,0,,0,4,,,0x41,0,,1,97,,141,0x61,1100001,1,97,,0x61,0,,,,,,,,&#97;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0061/index.htm,
b,b,Lowercase b,,,,0,,,,1,98,0x62,,,0x42   ,0x42,1,,0,,0,,0,4,,,0x42,0,,1,98,,142,0x62,1100010,1,98,,0x62,0,,,,,,,,&#98;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0062/index.htm,
c,c,Lowercase c,,,,,,,,1,99,0x63,,,0x43   ,0x43,1,,0,,0,,0,4,,,0x43,0,,1,99,,143,0x63,1100011,1,99,,0x63,0,,,,,,,,&#99;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0063/index.htm,
d,d,Lowercase d,,,,,,,,1,100,0x64,,,0x44   ,0x44,1,,0,,0,,0,4,,,0x44,0,,1,100,,144,0x64,1100100,1,100,,0x64,0,,,,,,,,&#100;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0064/index.htm,
e,e,Lowercase e,,,,,,,,1,101,0x65,,,0x45   ,0x45,1,,0,,0,,0,4,,,0x45,0,,1,101,,145,0x65,1100101,1,101,,0x65,0,,,,,,,,&#101;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0065/index.htm,
f,f,Lowercase f,,,,,,,,1,102,0x66,,,0x46   ,0x46,1,,0,,0,,0,4,,,0x46,0,,1,102,,146,0x66,1100110,1,102,,0x66,0,,,,,,,,&#102;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0066/index.htm,
g,g,Lowercase g,,,,,,,,1,103,0x67,,,0x47   ,0x47,1,,0,,0,,0,4,,,0x47,0,,1,103,,147,0x67,1100111,1,103,,0x67,0,,,,,,,,&#103;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0067/index.htm,
h,h,Lowercase h,,,,,,,,1,104,0x68,,,0x48   ,0x48,1,,0,,0,,0,4,,,0x48,0,,1,104,,150,0x68,1101000,1,104,,0x68,0,,,,,,,,&#104;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0068/index.htm,
i,i,Lowercase i,,,,,,,,1,105,0x69,,,0x49   ,0x49,1,,0,,0,,0,4,,,0x49,0,,1,105,,151,0x69,1101001,1,105,,0x69,0,,,,,,,,&#105;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/0069/index.htm,
j,j,Lowercase j,,,,,,,,1,106,0x6A,,,0x4a   ,0x4a,1,,0,,0,,0,4,,,0x4a,0,,1,106,,152,0x6A,1101010,1,106,,0x6A,0,,,,,,,,&#106;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/006A/index.htm,
k,k,Lowercase k,,,,,,,,1,107,0x6B,,,0x4b   ,0x4b,1,,0,,0,,0,4,,,0x4b,0,,1,107,,153,0x6B,1101011,1,107,,0x6B,0,,,,,,,,&#107;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/006B/index.htm,
l,l,Lowercase l,,,,,,,,1,108,0x6C,,,0x4c   ,0x4c,1,,0,,0,,0,4,,,0x4c,0,,1,108,,154,0x6C,1101100,1,108,,0x6C,0,,,,,,,,&#108;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/006C/index.htm,
m,m,Lowercase m,,,,,,,,1,109,0x6D,,,0x4d   ,0x4d,1,,0,,0,,0,4,,,0x4d,0,,1,109,,155,0x6D,1101101,1,109,,0x6D,0,,,,,,,,&#109;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/006D/index.htm,
n,n,Lowercase n,,,,,,,,1,110,0x6E,,,0x4e   ,0x4e,1,,0,,0,,0,4,,,0x4e,0,,1,110,,156,0x6E,1101110,1,110,,0x6E,0,,,,,,,,&#110;,,,,,1,,,0,0,,,1,0,,,,0,0,0,0,0,0,0,,Unicode;ASCII;CP1252,,https://www.fileformat.info/info/unicode/char/006E/index.htm,
